dataset,pathway,rho,operator_method,predictor_method,n_nodes,n_hidden,delta_star,delta_hat,regret,nregret,top1,top3,rank_tau,m_star,m_hat
ST000356,Pyrimidine Metabolism,0.4,none,mutual_info,6,2,-0.45373268,-0.55473093,0.10099825,0.22259417,0,0.6667,,Pseudouridine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.4,none,bayes_oed,6,2,-0.45373268,-0.45373268,0.0,0.0,1,0.6667,,Pseudouridine,Pseudouridine
ST000356,Pyrimidine Metabolism,0.4,none,active_acq,6,2,-0.45373268,-0.55473093,0.10099825,0.22259417,0,0.6667,,Pseudouridine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.5763699,-0.66965881,0.0932889,0.16185596,0,1.0,-1.0,Pseudouridine,5-Methyldeoxycytidine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.5763699,-0.5763699,0.0,0.0,1,1.0,1.0,Pseudouridine,Pseudouridine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.5763699,-0.66965881,0.0932889,0.16185596,0,1.0,-0.33333333333333337,Pseudouridine,5-Methyldeoxycytidine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.5763699,-0.66965881,0.0932889,0.16185596,0,1.0,-1.0,Pseudouridine,5-Methyldeoxycytidine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.5763699,-0.5763699,0.0,0.0,1,1.0,1.0,Pseudouridine,Pseudouridine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.5763699,-0.66965881,0.0932889,0.16185596,0,1.0,-0.33333333333333337,Pseudouridine,5-Methyldeoxycytidine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.44507602,-0.64691715,0.20184113,0.4534981,0,1.0,-0.33333333333333337,Dihydrouracil,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.44507602,-0.58832838,0.14325236,0.32186044,0,1.0,0.33333333333333337,Dihydrouracil,Pseudouridine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.44507602,-0.64691715,0.20184113,0.4534981,0,1.0,-0.33333333333333337,Dihydrouracil,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,-0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.61140992,-0.64158528,0.03017536,0.04935374,0,1.0,-1.0,5-Methyldeoxycytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.44507602,-0.64691715,0.20184113,0.4534981,0,1.0,-0.33333333333333337,Dihydrouracil,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.44507602,-0.58832838,0.14325236,0.32186044,0,1.0,0.33333333333333337,Dihydrouracil,Pseudouridine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.44507602,-0.64691715,0.20184113,0.4534981,0,1.0,-0.33333333333333337,Dihydrouracil,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,-0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.61140992,-0.64158528,0.03017536,0.04935374,0,1.0,-1.0,5-Methyldeoxycytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.40983312,-0.40983312,0.0,0.0,1,1.0,0.33333333333333337,Cytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.40983312,-0.40983312,0.0,0.0,1,1.0,1.0,Cytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.40983312,-0.40983312,0.0,0.0,1,1.0,0.33333333333333337,Cytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,-0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.61140992,-0.64158528,0.03017536,0.04935374,0,1.0,-1.0,5-Methyldeoxycytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,-0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.61140992,-0.64158528,0.03017536,0.04935374,0,1.0,-1.0,5-Methyldeoxycytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.44507602,-0.64691715,0.20184113,0.4534981,0,1.0,-0.33333333333333337,Dihydrouracil,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.44507602,-0.58832838,0.14325236,0.32186044,0,1.0,0.33333333333333337,Dihydrouracil,Pseudouridine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.44507602,-0.64691715,0.20184113,0.4534981,0,1.0,-0.33333333333333337,Dihydrouracil,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.44229904,-0.62377,0.18147096,0.41029019,0,1.0,-1.0,Dihydrouracil,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.44229904,-0.55760939,0.11531035,0.26070675,0,1.0,0.33333333333333337,Dihydrouracil,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.44229904,-0.62377,0.18147096,0.41029019,0,1.0,-0.33333333333333337,Dihydrouracil,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.40337824,-0.62426706,0.22088882,0.54759727,0,1.0,-0.33333333333333337,Cytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.40337824,-0.43132025,0.02794201,0.06927001,0,1.0,0.33333333333333337,Cytidine,Pseudouridine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.40337824,-0.62426706,0.22088882,0.54759727,0,1.0,-0.33333333333333337,Cytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,-0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.61140992,-0.64158528,0.03017536,0.04935374,0,1.0,-1.0,5-Methyldeoxycytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.57872379,-0.57872379,0.0,0.0,1,1.0,0.33333333333333337,Cytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.57872379,-0.57872379,0.0,0.0,1,1.0,1.0,Cytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.57872379,-0.68087808,0.10215429,0.17651648,0,1.0,-0.33333333333333337,Cytidine,5-Methyldeoxycytidine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.44262662,-0.44262662,0.0,0.0,1,1.0,0.33333333333333337,Cytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.44262662,-0.44262662,0.0,0.0,1,1.0,1.0,Cytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.44262662,-0.63148651,0.18885989,0.42667992,0,1.0,-0.33333333333333337,Cytidine,5-Methyldeoxycytidine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,-0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.61140992,-0.64158528,0.03017536,0.04935374,0,1.0,-1.0,5-Methyldeoxycytidine,Cytidine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.61140992,-0.63234481,0.02093489,0.03424035,0,1.0,0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.69066261,-0.71515214,0.02448952,0.03545801,0,1.0,0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.69066261,-0.76327489,0.07261228,0.10513423,0,1.0,-1.0,5-Methyldeoxycytidine,Uracil
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.69066261,-0.71515214,0.02448952,0.03545801,0,1.0,0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.69066261,-0.71515214,0.02448952,0.03545801,0,1.0,0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.69066261,-0.76327489,0.07261228,0.10513423,0,1.0,-1.0,5-Methyldeoxycytidine,Uracil
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.69066261,-0.71515214,0.02448952,0.03545801,0,1.0,0.33333333333333337,5-Methyldeoxycytidine,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.39837066,-0.39837066,0.0,0.0,1,1.0,1.0,Dihydrouracil,Dihydrouracil
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.39837066,-0.39837066,0.0,0.0,1,1.0,0.33333333333333337,Dihydrouracil,Dihydrouracil
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.39837066,-0.39837066,0.0,0.0,1,1.0,0.33333333333333337,Dihydrouracil,Dihydrouracil
ST000356,Pyrimidine Metabolism,0.5,none,mutual_info,6,3,-0.44507602,-0.64691715,0.20184113,0.4534981,0,1.0,-0.33333333333333337,Dihydrouracil,Dihydrothymine
ST000356,Pyrimidine Metabolism,0.5,none,bayes_oed,6,3,-0.44507602,-0.58832838,0.14325236,0.32186044,0,1.0,0.33333333333333337,Dihydrouracil,Pseudouridine
ST000356,Pyrimidine Metabolism,0.5,none,active_acq,6,3,-0.44507602,-0.64691715,0.20184113,0.4534981,0,1.0,-0.33333333333333337,Dihydrouracil,Dihydrothymine
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,0.04224493,0.04224493,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.02134149,-0.02134149,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.02134149,-0.02134149,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.02134149,-0.02134149,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.42822295,-0.42822295,0.0,0.0,1,0.6667,,Kynurenine,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.42822295,-0.47729008,0.04906713,0.11458313,0,0.6667,,Kynurenine,Indole
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.42822295,-0.42822295,0.0,0.0,1,0.6667,,Kynurenine,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.01915057,-0.01915057,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.01915057,-0.01915057,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.01915057,-0.01915057,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.06357035,-0.06357035,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.06357035,-0.06357035,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.42822295,-0.42822295,0.0,0.0,1,0.6667,,Kynurenine,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.42822295,-0.47729008,0.04906713,0.11458313,0,0.6667,,Kynurenine,Indole
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.42822295,-0.42822295,0.0,0.0,1,0.6667,,Kynurenine,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.42822295,-0.42822295,0.0,0.0,1,0.6667,,Kynurenine,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.42822295,-0.47729008,0.04906713,0.11458313,0,0.6667,,Kynurenine,Indole
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.42822295,-0.42822295,0.0,0.0,1,0.6667,,Kynurenine,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,0.04224493,0.04224493,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.03298366,-0.79444122,0.76145756,23.08589929,0,0.6667,,Indoleacrylic acid,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.03298366,-0.03298366,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.03298366,-0.79444122,0.76145756,23.08589929,0,0.6667,,Indoleacrylic acid,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.42822295,-0.42822295,0.0,0.0,1,0.6667,,Kynurenine,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.42822295,-0.47729008,0.04906713,0.11458313,0,0.6667,,Kynurenine,Indole
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.42822295,-0.42822295,0.0,0.0,1,0.6667,,Kynurenine,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.01915057,-0.01915057,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.01915057,-0.01915057,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.01915057,-0.01915057,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,-0.06357035,-0.06357035,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.3,none,mutual_info,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.3,none,bayes_oed,5,2,0.04224493,0.04224493,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.3,none,active_acq,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,0.04224493,0.04224493,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,-0.03298366,-0.79444122,0.76145756,23.08589929,0,0.6667,,Indoleacrylic acid,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,-0.03298366,-0.03298366,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,-0.03298366,-0.79444122,0.76145756,23.08589929,0,0.6667,,Indoleacrylic acid,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,-0.42822295,-0.42822295,0.0,0.0,1,0.6667,,Kynurenine,Kynurenine
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,-0.42822295,-0.47729008,0.04906713,0.11458313,0,0.6667,,Kynurenine,Indole
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,-0.42822295,-0.42822295,0.0,0.0,1,0.6667,,Kynurenine,Kynurenine
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,-0.01915057,-0.01915057,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,-0.01915057,-0.01915057,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,-0.01915057,-0.01915057,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,0.03354563,0.03354563,0.0,0.0,1,0.6667,,Indoleacrylic acid,Indoleacrylic acid
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,-0.24775936,-0.50143307,0.25367371,1.02387132,0,0.6667,,Kynurenine,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,-0.06357035,-0.06357035,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,0.04224493,0.04224493,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,-0.06357035,-0.06357035,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,-0.06357035,-0.06357035,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,-0.06357035,-0.80392836,0.74035801,11.64627867,0,0.6667,,Tryptophan,3-Indolebutyric acid
ST000356,Tryptophan Metabolism,0.4,none,mutual_info,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
ST000356,Tryptophan Metabolism,0.4,none,bayes_oed,5,2,0.04224493,0.04224493,0.0,0.0,1,0.6667,,Tryptophan,Tryptophan
ST000356,Tryptophan Metabolism,0.4,none,active_acq,5,2,0.04224493,-0.44443936,0.4866843,11.52053624,0,0.6667,,Tryptophan,Kynurenine
