dataset,pathway,rho,operator_method,predictor_method,n_nodes,n_hidden,delta_star,delta_hat,regret,nregret,top1,top3,rank_tau,m_star,m_hat
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.14339744,-0.40362733,0.26022989,1.81474566,0,0.6667,,Urea,Ornithine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.14339744,-0.40362733,0.26022989,1.81474566,0,0.6667,,Urea,Ornithine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.14339744,-0.14339744,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.00780727,-0.00780727,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.00780727,-0.08648336,0.07867609,10.07728355,0,0.6667,,Citrulline,Creatinine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.00780727,-0.00780727,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.36262595,-0.52308706,0.16046111,0.44249759,0,0.6667,,Ornithine,Proline
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.36262595,-0.52308706,0.16046111,0.44249759,0,0.6667,,Ornithine,Proline
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.36262595,-0.36262595,0.0,0.0,1,0.6667,,Ornithine,Ornithine
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.2152939,-0.5849398,0.3696459,1.71693624,0,0.6667,,Creatinine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.2152939,-0.2152939,0.0,0.0,1,0.6667,,Creatinine,Creatinine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.2152939,-0.5849398,0.3696459,1.71693624,0,0.6667,,Creatinine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.14339744,-0.40362733,0.26022989,1.81474566,0,0.6667,,Urea,Ornithine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.14339744,-0.40362733,0.26022989,1.81474566,0,0.6667,,Urea,Ornithine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.14339744,-0.14339744,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.50959956,-0.50959956,0.0,0.0,1,0.6667,,Arginine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.50959956,-0.53615571,0.02655615,0.05211179,0,0.6667,,Arginine,Proline
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.50959956,-0.50959956,0.0,0.0,1,0.6667,,Arginine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.14339744,-0.40362733,0.26022989,1.81474566,0,0.6667,,Urea,Ornithine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.14339744,-0.40362733,0.26022989,1.81474566,0,0.6667,,Urea,Ornithine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.14339744,-0.14339744,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.24363452,-0.24363452,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.24363452,-0.24363452,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.24363452,-0.24363452,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.24363452,-0.24363452,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.24363452,-0.24363452,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.24363452,-0.24363452,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.17147811,-0.59216911,0.420691,2.45332181,0,0.6667,,Urea,Proline
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.17147811,-0.17147811,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.17147811,-0.17147811,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,0.00606653,0.00606653,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,0.00606653,-0.04812061,0.05418714,8.93214506,0,0.6667,,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,0.00606653,-0.04812061,0.05418714,8.93214506,0,0.6667,,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.17147811,-0.59216911,0.420691,2.45332181,0,0.6667,,Urea,Proline
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.17147811,-0.17147811,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.17147811,-0.17147811,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.04933672,-0.07382567,0.02448895,0.49636348,0,0.6667,,Urea,Creatinine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.04933672,-0.07382567,0.02448895,0.49636348,0,0.6667,,Urea,Creatinine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.04933672,-0.04933672,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.22304699,-0.61718184,0.39413485,1.76704851,0,0.6667,,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.22304699,-0.22304699,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.22304699,-0.61718184,0.39413485,1.76704851,0,0.6667,,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.3,none,mutual_info,6,2,0.00606653,0.00606653,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.3,none,bayes_oed,6,2,0.00606653,-0.04812061,0.05418714,8.93214506,0,0.6667,,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.3,none,active_acq,6,2,0.00606653,-0.04812061,0.05418714,8.93214506,0,0.6667,,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.17147811,-0.59216911,0.420691,2.45332181,0,0.6667,,Urea,Proline
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.17147811,-0.17147811,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.17147811,-0.17147811,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,0.00606653,0.00606653,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,0.00606653,-0.04812061,0.05418714,8.93214506,0,0.6667,,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,0.00606653,-0.04812061,0.05418714,8.93214506,0,0.6667,,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.17147811,-0.59216911,0.420691,2.45332181,0,0.6667,,Urea,Proline
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.17147811,-0.17147811,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.17147811,-0.17147811,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.04933672,-0.07382567,0.02448895,0.49636348,0,0.6667,,Urea,Creatinine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.04933672,-0.07382567,0.02448895,0.49636348,0,0.6667,,Urea,Creatinine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.04933672,-0.04933672,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.22304699,-0.61718184,0.39413485,1.76704851,0,0.6667,,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.22304699,-0.22304699,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.22304699,-0.61718184,0.39413485,1.76704851,0,0.6667,,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.36778099,-0.50168595,0.13390496,0.36408887,0,0.6667,,Ornithine,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,0.00606653,0.00606653,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,0.00606653,-0.04812061,0.05418714,8.93214506,0,0.6667,,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,0.00606653,-0.04812061,0.05418714,8.93214506,0,0.6667,,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.22304699,-0.61718184,0.39413485,1.76704851,0,0.6667,,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.22304699,-0.22304699,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.22304699,-0.61718184,0.39413485,1.76704851,0,0.6667,,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.22304699,-0.61718184,0.39413485,1.76704851,0,0.6667,,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.22304699,-0.22304699,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.22304699,-0.61718184,0.39413485,1.76704851,0,0.6667,,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.36262595,-0.52308706,0.16046111,0.44249759,0,0.6667,,Ornithine,Proline
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.36262595,-0.52308706,0.16046111,0.44249759,0,0.6667,,Ornithine,Proline
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.36262595,-0.36262595,0.0,0.0,1,0.6667,,Ornithine,Ornithine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.16374437,-0.39948531,0.23574094,1.43968878,0,0.6667,,Creatinine,Ornithine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.16374437,-0.16374437,0.0,0.0,1,0.6667,,Creatinine,Creatinine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.16374437,-0.39948531,0.23574094,1.43968878,0,0.6667,,Creatinine,Ornithine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.063864,-0.51218598,0.44832199,7.01994885,0,0.6667,,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.17147811,-0.59216911,0.420691,2.45332181,0,0.6667,,Urea,Proline
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.17147811,-0.17147811,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.17147811,-0.17147811,0.0,0.0,1,0.6667,,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.00780727,-0.00780727,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.00780727,-0.08648336,0.07867609,10.07728355,0,0.6667,,Citrulline,Creatinine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.00780727,-0.00780727,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.00780727,-0.00780727,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.00780727,-0.08648336,0.07867609,10.07728355,0,0.6667,,Citrulline,Creatinine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.00780727,-0.00780727,0.0,0.0,1,0.6667,,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.4,none,mutual_info,6,2,-0.17605319,-0.57225524,0.39620205,2.25046787,0,0.6667,,Creatinine,Proline
ST000356,Arginine and Proline Metabolism,0.4,none,bayes_oed,6,2,-0.17605319,-0.17605319,0.0,0.0,1,0.6667,,Creatinine,Creatinine
ST000356,Arginine and Proline Metabolism,0.4,none,active_acq,6,2,-0.17605319,-0.17605319,0.0,0.0,1,0.6667,,Creatinine,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.26854038,-0.60666183,0.33812145,1.25910837,0,1.0,-1.0,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.26854038,-0.26854038,0.0,0.0,1,1.0,0.33333333333333337,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.26854038,-0.60666183,0.33812145,1.25910837,0,1.0,-0.33333333333333337,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.26854038,-0.60666183,0.33812145,1.25910837,0,1.0,-1.0,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.26854038,-0.26854038,0.0,0.0,1,1.0,0.33333333333333337,Urea,Urea
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.26854038,-0.60666183,0.33812145,1.25910837,0,1.0,-0.33333333333333337,Urea,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.27283786,-0.63218055,0.35934269,1.31705578,0,1.0,-1.0,Creatinine,Proline
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.27283786,-0.27283786,0.0,0.0,1,1.0,0.33333333333333337,Creatinine,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.27283786,-0.45941062,0.18657276,0.68382283,0,1.0,0.33333333333333337,Creatinine,Ornithine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.01480713,-0.16623704,0.15142991,10.22682372,0,1.0,-0.33333333333333337,Citrulline,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.27283786,-0.63218055,0.35934269,1.31705578,0,1.0,-1.0,Creatinine,Proline
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.27283786,-0.27283786,0.0,0.0,1,1.0,0.33333333333333337,Creatinine,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.27283786,-0.45941062,0.18657276,0.68382283,0,1.0,0.33333333333333337,Creatinine,Ornithine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.01480713,-0.16623704,0.15142991,10.22682372,0,1.0,-0.33333333333333337,Citrulline,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.07407925,-0.07407925,0.0,0.0,1,1.0,0.33333333333333337,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.07407925,-0.1606523,0.08657304,1.16865439,0,1.0,0.33333333333333337,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.07407925,-0.1606523,0.08657304,1.16865439,0,1.0,0.33333333333333337,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.01480713,-0.16623704,0.15142991,10.22682372,0,1.0,-0.33333333333333337,Citrulline,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.01480713,-0.16623704,0.15142991,10.22682372,0,1.0,-0.33333333333333337,Citrulline,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.27283786,-0.63218055,0.35934269,1.31705578,0,1.0,-1.0,Creatinine,Proline
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.27283786,-0.27283786,0.0,0.0,1,1.0,0.33333333333333337,Creatinine,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.27283786,-0.45941062,0.18657276,0.68382283,0,1.0,0.33333333333333337,Creatinine,Ornithine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.19898407,-0.27887422,0.07989015,0.40149016,0,1.0,-0.33333333333333337,Creatinine,Citrulline
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.19898407,-0.19898407,0.0,0.0,1,1.0,1.0,Creatinine,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.19898407,-0.27887422,0.07989015,0.40149016,0,1.0,0.33333333333333337,Creatinine,Citrulline
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.06527202,-0.06527202,0.0,0.0,1,1.0,0.33333333333333337,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.06527202,-0.15642014,0.09114812,1.39643475,0,1.0,-0.33333333333333337,Citrulline,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.06527202,-0.06527202,0.0,0.0,1,1.0,1.0,Citrulline,Citrulline
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.01480713,-0.16623704,0.15142991,10.22682372,0,1.0,-0.33333333333333337,Citrulline,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,0.02857399,-0.59467438,0.62324837,21.81173732,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,0.02857399,-0.130609,0.15918299,5.57090526,0,1.0,0.33333333333333337,Citrulline,Urea
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,0.02857399,-0.59467438,0.62324837,21.81173732,0,1.0,-1.0,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.20112311,-0.6258176,0.42469449,2.11161462,0,1.0,0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.20112311,-0.67341482,0.47229171,2.34827177,0,1.0,-1.0,Citrulline,Proline
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.20112311,-0.6258176,0.42469449,2.11161462,0,1.0,0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.01480713,-0.16623704,0.15142991,10.22682372,0,1.0,-0.33333333333333337,Citrulline,Creatinine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.01480713,-0.59193966,0.57713253,38.9766648,0,1.0,-0.33333333333333337,Citrulline,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.45105814,-0.99441431,0.54335617,1.20462556,0,1.0,-0.816496580927726,Creatinine,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.45105814,-0.99441431,0.54335617,1.20462556,0,1.0,-0.33333333333333337,Creatinine,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,active_acq,6,3,-0.45105814,-0.99441431,0.54335617,1.20462556,0,1.0,-1.0,Creatinine,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,mutual_info,6,3,-0.45105814,-0.99441431,0.54335617,1.20462556,0,1.0,-0.816496580927726,Creatinine,Arginine
ST000356,Arginine and Proline Metabolism,0.5,none,bayes_oed,6,3,-0.45105814,-0.99441431,0.54335617,1.20462556,0,1.0,-0.33333333333333337,Creatinine,Arginine
