pathway_id,rho,trial,U_pred,delta_hat,delta_star,regret,nregret,method
PW_0,0.3,12,0.5338651653992683,0.46475710145055005,0.5031336678791396,0.038376566428589554,0.07627508973431944,JL-FGW-U
PW_0,0.3,13,0.6262580206910923,0.5280290866882023,0.5417632507334142,0.013734164045211994,0.025350859020265258,JL-FGW-U
PW_0,0.3,14,0.6415991467216169,0.571863446852663,0.5976640914919005,0.02580064463923748,0.04316913894415512,JL-FGW-U
PW_0,0.3,15,0.6140693866062257,0.4709713459716418,0.502760070729116,0.031788724757474185,0.06322841843643061,JL-FGW-U
PW_0,0.3,16,0.5489546187781246,0.5128550789807055,0.5459914226527438,0.033136343672038326,0.060690226421763985,JL-FGW-U
PW_0,0.3,17,0.5526398260111288,0.520763323628849,0.5407079514182844,0.0199446277894354,0.036886136718091524,JL-FGW-U
PW_0,0.3,18,0.5940804348532961,0.5162124243612262,0.5438098100121135,0.02759738565088732,0.05074822968491554,JL-FGW-U
PW_0,0.3,19,0.6661070441172666,0.543384135903366,0.5588961811911691,0.015512045287803145,0.0277547879772494,JL-FGW-U
PW_0,0.3,20,0.5398857153563452,0.5309988929177519,0.533456603400354,0.0024577104826020157,0.004607142213377206,JL-FGW-U
PW_0,0.3,21,0.61755396102156,0.5688049840860522,0.6070387944128904,0.03823381032683826,0.062984128936892,JL-FGW-U
PW_0,0.3,22,0.6170922214880781,0.6035975817428286,0.6126022556569221,0.00900467391409343,0.014699054213319464,JL-FGW-U
PW_0,0.3,23,0.5897888946265571,0.47541493893201964,0.5065636530167928,0.03114871408477321,0.06149022592593779,JL-FGW-U
PW_0,0.3,24,0.5711045926560497,0.4551362487874366,0.476243291335703,0.021107042548266397,0.044319872823550925,JL-FGW-U
PW_0,0.4,0,0.7416257278039716,0.7099005183572772,0.7321558753880077,0.02225535703073056,0.03039701991733124,JL-FGW-U
PW_0,0.4,1,0.6546129162777414,0.6036077128645927,0.6042086678624791,0.0006009549978863715,0.0009946149731122397,JL-FGW-U
PW_0,0.4,2,0.7064920433850744,0.5568101803386839,0.5849872831420672,0.028177102803383258,0.04816703394024031,JL-FGW-U
PW_0,0.4,3,0.7166951561052122,0.6532349602168736,0.6732656859442485,0.020030725727374965,0.029751591159389263,JL-FGW-U
PW_0,0.4,4,0.7268450144062097,0.5889673328201345,0.6337348817224134,0.044767548902278964,0.07064081445887613,JL-FGW-U
PW_0,0.4,5,0.724557551448231,0.6991757016578455,0.7052948003743729,0.0061190987165273825,0.008675944621341173,JL-FGW-U
PW_0,0.4,6,0.7244950856334085,0.6211037440688678,0.6536890795168764,0.03258533544800857,0.049848369768709905,JL-FGW-U
PW_0,0.4,7,0.7273503136224564,0.670027728749728,0.6839954165631585,0.013967687813430496,0.02042073275783921,JL-FGW-U
PW_0,0.4,8,0.7555840700968279,0.690042383662962,0.7389620277931495,0.048919644130187456,0.06620048341898865,JL-FGW-U
PW_0,0.4,9,0.6601645273609195,0.546207917783401,0.6044836290813246,0.05827571129792353,0.09640577102548074,JL-FGW-U
PW_0,0.4,10,0.6869648577507976,0.5854811189015544,0.6135417814597219,0.028060662558167526,0.04573553578380759,JL-FGW-U
PW_0,0.4,11,0.7331187976065237,0.5340775445351474,0.5909670993976218,0.05688955486247438,0.09626517949613544,JL-FGW-U
PW_0,0.4,12,0.6181699945283154,0.5580895660767416,0.5962373924390464,0.03814782636230474,0.0639809347857955,JL-FGW-U
PW_0,0.4,13,0.7020197890425711,0.6172074709943807,0.6697259735761423,0.052518502581761606,0.0784178960794205,JL-FGW-U
PW_0,0.4,14,0.6449185491913327,0.5417388852222592,0.5962775637471239,0.054538678524864714,0.09146525196668572,JL-FGW-U
PW_0,0.4,15,0.7010843800829887,0.6135897882905869,0.6366736718834136,0.02308388359282676,0.03625700928070375,JL-FGW-U
PW_0,0.4,16,0.6662257707075072,0.6282081042231077,0.6297287682486902,0.0015206640255824855,0.0024147920153999225,JL-FGW-U
PW_0,0.4,17,0.5975486587549177,0.5312848964179394,0.5730714158328273,0.04178651941488787,0.07291677360140716,JL-FGW-U
PW_0,0.4,18,0.7081285038262695,0.5707375307754975,0.6286724381343703,0.057934907358872856,0.09215436039991694,JL-FGW-U
PW_0,0.4,19,0.7240551520368209,0.58568275314229,0.6384650188982127,0.05278226575592271,0.08267056669808225,JL-FGW-U
PW_0,0.4,20,0.7420935477963041,0.5706410297880218,0.6168930222375529,0.046251992449531154,0.07497570896816427,JL-FGW-U
PW_0,0.4,21,0.7870785001018529,0.6807650303220426,0.7335882322891164,0.052823201967073796,0.07200660932383851,JL-FGW-U
PW_0,0.4,22,0.7190548736358459,0.6938874833606303,0.7125640056539826,0.01867652229335226,0.02621030796259221,JL-FGW-U
PW_0,0.4,23,0.8049135979384296,0.6579568593380988,0.7114792375395322,0.05352237820143346,0.07522689999255329,JL-FGW-U
PW_0,0.4,24,0.7504290511153554,0.6379384014849588,0.6537696887849359,0.01583128729997707,0.0242153885831667,JL-FGW-U
PW_0,0.5,0,0.7990608112588816,0.6505200650177114,0.7150273939167551,0.06450732889904365,0.09021658267317782,JL-FGW-U
PW_0,0.5,1,0.8156015425230371,0.6940964251075644,0.73267376723325,0.03857734212568553,0.05265282220330408,JL-FGW-U
PW_0,0.5,2,0.7642414322819122,0.6464773634500184,0.6723039116229241,0.02582654817290575,0.03841498962338511,JL-FGW-U
PW_0,0.5,3,0.7144806807533277,0.5991039281364764,0.6623369734054684,0.06323304526899198,0.09546959758139019,JL-FGW-U
PW_0,0.5,4,0.848933504304876,0.7536002546454836,0.7645726488717486,0.010972394226264948,0.014351015693467905,JL-FGW-U
PW_0,0.5,5,0.7050767322925983,0.6019564999940639,0.6569472965068447,0.054990796512780826,0.08370655601768248,JL-FGW-U
PW_0,0.5,6,0.7868228246302437,0.6073836904020241,0.6336302005531967,0.02624651015117263,0.041422441218921476,JL-FGW-U
PW_0,0.5,7,0.7468589959936305,0.7066039997930427,0.737931079617603,0.03132707982456029,0.04245258163712011,JL-FGW-U
PW_0,0.5,8,0.8561706806588378,0.7287172371227313,0.7634050823602706,0.034687845237539316,0.04543832047320065,JL-FGW-U
PW_0,0.5,9,0.7149790649102278,0.6632302511823577,0.7066087776531675,0.043378526470809864,0.06138973535112871,JL-FGW-U
PW_0,0.5,10,0.7909194332383218,0.6001387164736349,0.6439964436892908,0.04385772721565584,0.06810243591312677,JL-FGW-U
PW_0,0.5,11,0.7457348638605406,0.6520202640335859,0.7225984860894201,0.0705782220558342,0.0976728050747289,JL-FGW-U
PW_0,0.5,12,0.7474016020043597,0.596916204884861,0.6155845978964868,0.018668393011625817,0.030326282970942944,JL-FGW-U
PW_0,0.5,13,0.8193499447026215,0.749250516248175,0.7585448131081387,0.009294296859963747,0.012252798485764294,JL-FGW-U
PW_0,0.5,14,0.8175129457935182,0.6425343292265551,0.7001237394824915,0.057589410255936446,0.08225604444714901,JL-FGW-U
PW_0,0.5,15,0.8083512819477509,0.7531973734097075,0.7680331049057568,0.014835731496049331,0.01931652582176718,JL-FGW-U
PW_0,0.5,16,0.7758247601533628,0.6632161900793743,0.6783839765592701,0.015167786479895806,0.022358703596212618,JL-FGW-U
PW_0,0.5,17,0.7827362090170094,0.6748354990532669,0.6795408214370521,0.004705322383785182,0.006924267337747239,JL-FGW-U
PW_0,0.5,18,0.7659857796902092,0.7099550768511083,0.7278199358139854,0.01786485896287715,0.024545712254281926,JL-FGW-U
PW_0,0.5,19,0.8318086824509298,0.6759510458631243,0.6826028118538757,0.006651765990751457,0.009744709189285179,JL-FGW-U
PW_0,0.5,20,0.8421437802092867,0.7200186354293363,0.7276205803407081,0.007601944911371783,0.010447677006793025,JL-FGW-U
PW_0,0.5,21,0.7779200319332081,0.615340715743733,0.6828895820164342,0.06754886627270129,0.09891623340347479,JL-FGW-U
PW_0,0.5,22,0.7930781574759923,0.7517481586953653,0.7852436788961432,0.03349552020077795,0.042656210644448855,JL-FGW-U
PW_0,0.5,23,0.770362687133186,0.6742778384532385,0.7136389122261223,0.03936107377288378,0.0551554470292918,JL-FGW-U
PW_0,0.5,24,0.7265689707765851,0.6621680766141249,0.6789813851132985,0.016813308499173618,0.024762546691530565,JL-FGW-U
PW_1,0.1,0,0.19847234867889552,0.18619774346858406,0.19019918933776908,0.004001445869185022,0.021038184614431386,JL-FGW-U
PW_1,0.1,1,0.2585694406759364,0.2003798079626531,0.20983213981744997,0.00945233185479688,0.045047109620809926,JL-FGW-U
PW_1,0.1,2,0.21431906074399054,0.18824303086237765,0.19038092906402554,0.002137898201647892,0.011229581134322025,JL-FGW-U
PW_1,0.1,3,0.21790691947865654,0.1762512110691071,0.18055731097236624,0.004306099903259142,0.023848935507401428,JL-FGW-U
PW_1,0.1,4,0.24311248723563245,0.2043650689677204,0.22454929599386836,0.02018422702614797,0.08988772838469218,JL-FGW-U
PW_1,0.1,5,0.27143010787371824,0.21715553143807817,0.22109410043230443,0.00393856899422626,0.017813993265244344,JL-FGW-U
PW_1,0.1,6,0.23383462054972565,0.19987728374327002,0.220096473080447,0.02021918933717698,0.0918651177619531,JL-FGW-U
PW_1,0.1,7,0.1867775622434159,0.17883620483712898,0.17978459414770467,0.000948389310575698,0.00527514196819954,JL-FGW-U
PW_1,0.1,8,0.18880859059945437,0.18363657201042832,0.18827996671755529,0.004643394707126963,0.02466218016423842,JL-FGW-U
PW_1,0.1,9,0.22325956825566032,0.2038891277691879,0.21330875158876378,0.009419623819575867,0.04415957295620085,JL-FGW-U
PW_1,0.1,10,0.24850942173268975,0.21783297687387912,0.21989217062700098,0.0020591937531218574,0.009364561064655726,JL-FGW-U
PW_1,0.1,11,0.2582309689231477,0.19616332921596957,0.20717114767633812,0.011007818460368551,0.0531339332358512,JL-FGW-U
PW_1,0.1,12,0.2090553110863917,0.15465364600720719,0.16959834863168324,0.014944702624476058,0.08811820317749341,JL-FGW-U
PW_1,0.1,13,0.2753177073351866,0.250446046674203,0.2613340390138518,0.010887992339648822,0.041663121896036256,JL-FGW-U
PW_1,0.1,14,0.21782023214066598,0.20265874786836777,0.21617231528615297,0.0135135674177852,0.06251293915581903,JL-FGW-U
PW_1,0.1,15,0.29368897890383777,0.24717231726036337,0.24808470982345532,0.000912392563091946,0.0036777459076932774,JL-FGW-U
PW_1,0.1,16,0.2391207557239903,0.19129992332033263,0.19187788201384365,0.0005779586935110159,0.0030121171722551406,JL-FGW-U
PW_1,0.1,17,0.270386403408803,0.21047125728316401,0.22029984027158828,0.009828582988424261,0.04461456953469314,JL-FGW-U
PW_1,0.1,18,0.25981139935737185,0.24590189862660658,0.25821628912186684,0.012314390495260258,0.04769021373607559,JL-FGW-U
PW_1,0.1,19,0.33173895970803424,0.28454148141134133,0.29554896376055606,0.011007482349214726,0.03724419073142383,JL-FGW-U
PW_1,0.1,20,0.30714532062254246,0.278826647205084,0.28161013783402616,0.0027834906289421757,0.009884198599912295,JL-FGW-U
PW_1,0.1,21,0.36867192597916576,0.28978421920457914,0.31539007177533934,0.0256058525707602,0.08118788145341845,JL-FGW-U
PW_1,0.1,22,0.21876686505052456,0.18267270996771703,0.19530186131594937,0.012629151348232337,0.06466477388637788,JL-FGW-U
PW_1,0.1,23,0.22122514624059722,0.21978875293816094,0.22009224375688305,0.0003034908187221075,0.0013789254893874987,JL-FGW-U
PW_1,0.1,24,0.2667014686420925,0.23897583924522603,0.2506013258094233,0.011625486564197263,0.04639036151442619,JL-FGW-U
PW_1,0.2,0,0.4987095558152761,0.4281361412042557,0.4672640404356646,0.039127899231408914,0.08373830427341264,JL-FGW-U
PW_1,0.2,1,0.42234318112285346,0.4074578238175445,0.4148193218723656,0.007361498054821114,0.017746275279875698,JL-FGW-U
PW_1,0.2,2,0.3851767035549415,0.3749049218960444,0.379994419349973,0.005089497453928615,0.01339361069749055,JL-FGW-U
PW_1,0.2,3,0.5427613021986913,0.3963636878885197,0.4391176306130588,0.042753942724539085,0.09736330033302615,JL-FGW-U
PW_1,0.2,4,0.510160369942038,0.4656300602389646,0.5088621270268815,0.04323206678791691,0.0849583092200729,JL-FGW-U
PW_1,0.2,5,0.42772958130073835,0.36867756741112834,0.3930091214636861,0.02433155405255777,0.06191091276159316,JL-FGW-U
PW_1,0.2,6,0.4454613716433427,0.36474749867132794,0.39332631021382325,0.028578811542495308,0.07265929095962625,JL-FGW-U
PW_1,0.2,7,0.5130791795046467,0.4106174533826869,0.4162483623168823,0.005630908934195378,0.01352776204950219,JL-FGW-U
PW_1,0.2,8,0.45145054889188274,0.4282140515703257,0.4305923972483445,0.0023783456780188117,0.005523426883482176,JL-FGW-U
PW_1,0.2,9,0.4535373935942107,0.406790184107113,0.4398992874837596,0.03310910337664663,0.07526518811471611,JL-FGW-U
PW_1,0.2,10,0.3978073424368439,0.37862888589165433,0.3941515746900618,0.015522688798407458,0.039382535555739576,JL-FGW-U
PW_1,0.2,11,0.44406938965490894,0.36323248573753725,0.37556216594170894,0.012329680204171689,0.032829930685259905,JL-FGW-U
PW_1,0.2,12,0.3744826553691925,0.29797265339613566,0.30809119402820384,0.010118540632068185,0.032842679374714946,JL-FGW-U
PW_1,0.2,13,0.5150722050008991,0.4550548181527029,0.4656569709574123,0.010602152804709442,0.022768160337489036,JL-FGW-U
PW_1,0.2,14,0.5101532231091649,0.4440424560880449,0.46443398901869076,0.020391532930645884,0.04390620190109132,JL-FGW-U
PW_1,0.2,15,0.4545642879764791,0.4169038967015876,0.4433505145200644,0.026446617818476792,0.05965171203328511,JL-FGW-U
PW_1,0.2,16,0.483457161385231,0.4190463408775522,0.45484421032298933,0.035797869445437114,0.07870358211876738,JL-FGW-U
PW_1,0.2,17,0.5196199417825911,0.387506627916069,0.42986822106711353,0.04236159315104454,0.09854553114075276,JL-FGW-U
PW_1,0.2,18,0.504109588248453,0.4179239180812157,0.44283446741238913,0.024910549331173426,0.056252506527344086,JL-FGW-U
PW_1,0.2,19,0.3632513895848179,0.3330675844147436,0.35628849210386415,0.02322090768912055,0.06517445146840933,JL-FGW-U
PW_1,0.2,20,0.526306216510775,0.44529627771056535,0.4627855594982528,0.01748928178768744,0.037791329160607,JL-FGW-U
PW_1,0.2,21,0.4548931029269624,0.4401380810651708,0.44237114300625197,0.002233061941081138,0.005047937520124823,JL-FGW-U
PW_1,0.2,22,0.3660192419382159,0.3257741093855861,0.3264258978395843,0.0006517884539982144,0.0019967424102823456,JL-FGW-U
PW_1,0.2,23,0.4484109789611427,0.37586273060279835,0.40290785552517716,0.027045124922378816,0.06712483730523947,JL-FGW-U
PW_1,0.2,24,0.38596488888073094,0.2872201418412116,0.31462802730530137,0.027407885464089787,0.08711202504020443,JL-FGW-U
PW_1,0.3,0,0.6269139677009027,0.4736895967596984,0.5175859191504438,0.043896322390745424,0.08480972901020715,JL-FGW-U
PW_1,0.3,1,0.6117602525642432,0.47818191063282317,0.5116616033250799,0.03347969269225676,0.06543327038877492,JL-FGW-U
PW_1,0.3,2,0.546436350943033,0.5070053460037226,0.5351566380098356,0.028151292006112993,0.052603834990751344,JL-FGW-U
PW_1,0.3,3,0.5441440379426236,0.4124822306512004,0.4562418149834139,0.0437595843322135,0.09591313627110869,JL-FGW-U
PW_1,0.3,4,0.618632666035293,0.4785970035539822,0.5158078825192691,0.03721087896528691,0.07214096469820266,JL-FGW-U
PW_1,0.3,5,0.5880788222616729,0.4632796051878405,0.4947311558319283,0.03145155064408778,0.06357301261019122,JL-FGW-U
PW_1,0.3,6,0.5416682241384321,0.47276684987837253,0.48787160713165895,0.015104757253286416,0.03096051650245968,JL-FGW-U
PW_1,0.3,7,0.5584440648597715,0.5400171046335154,0.5443242114519762,0.004307106818460804,0.007912759801450071,JL-FGW-U
PW_1,0.3,8,0.6041293357961118,0.45520086236091684,0.4906832661006696,0.035482403739752755,0.07231223371157469,JL-FGW-U
PW_1,0.3,9,0.6241386752615721,0.4810450951927858,0.5223442811250585,0.041299185932272664,0.07906506615267075,JL-FGW-U
PW_1,0.3,10,0.631305725761766,0.523375718038329,0.551820812554853,0.028445094516523994,0.05154770054675935,JL-FGW-U
PW_1,0.3,11,0.5176707871494732,0.4503573036174159,0.46202477183649954,0.011667468219083654,0.02525290564005399,JL-FGW-U
PW_1,0.3,12,0.661774053631627,0.4943340578924514,0.5342744412807221,0.03994038338827072,0.07475630416638614,JL-FGW-U
PW_1,0.3,13,0.622258188412189,0.5352144901510231,0.5614856463662067,0.02627115621518361,0.046788650640167545,JL-FGW-U
PW_1,0.3,14,0.6089928479865776,0.47260460813908267,0.5002476760713142,0.02764306793223148,0.0552587622130265,JL-FGW-U
PW_1,0.3,15,0.5131080242465221,0.41083437783676485,0.4381165918520551,0.02728221401529024,0.06227158226819034,JL-FGW-U
PW_1,0.3,16,0.6036035220527619,0.4524059336727467,0.4853058267763002,0.03289989310355351,0.06779208204478816,JL-FGW-U
PW_1,0.3,17,0.5611016960472744,0.4572599490535513,0.4623211038950234,0.005061154841472126,0.010947271689221041,JL-FGW-U
PW_1,0.3,18,0.5393529400786811,0.4796126051593274,0.4955135190695237,0.015900913910196268,0.032089767437944706,JL-FGW-U
PW_1,0.3,19,0.5930317081935699,0.4622966134499694,0.4847346639390883,0.0224380504891189,0.04628934486320337,JL-FGW-U
PW_1,0.3,20,0.6674275472039021,0.5966906723529342,0.6122768233629359,0.015586151010001714,0.025456052165806507,JL-FGW-U
PW_1,0.3,21,0.541568032543078,0.4344387957365101,0.4639912178317714,0.029552422095261266,0.06369176898744311,JL-FGW-U
PW_1,0.3,22,0.5839134063552204,0.5192747053987267,0.5425626724060768,0.02328796700735014,0.04292216874200803,JL-FGW-U
PW_1,0.3,23,0.5235019615684438,0.3930770722594293,0.4294582340687686,0.03638116180933931,0.0847140841089865,JL-FGW-U
PW_1,0.3,24,0.6215788020939294,0.48353691432808,0.5278394637101408,0.044302549382060796,0.08393186108394238,JL-FGW-U
PW_1,0.4,0,0.6691860918758545,0.5527865180171827,0.5585527132346363,0.005766195217453585,0.01032345735253237,JL-FGW-U
PW_1,0.4,1,0.6556062496038072,0.5095664537174392,0.5350053487000248,0.025438894982585558,0.047548860154219566,JL-FGW-U
PW_1,0.4,2,0.71232862937679,0.5505495063189436,0.5858246070250818,0.03527510070613815,0.06021443906756801,JL-FGW-U
PW_1,0.4,3,0.6962938826153412,0.6827348957373486,0.6920423725054897,0.009307476768141143,0.013449287216259922,JL-FGW-U
PW_1,0.4,4,0.6699672215593814,0.5403530044965597,0.5588715936720468,0.0185185891754871,0.03313567741465363,JL-FGW-U
PW_1,0.4,5,0.7365753493790859,0.6939847586371404,0.7261713682825057,0.03218660964536535,0.044323710088231605,JL-FGW-U
PW_1,0.4,6,0.6153355240317294,0.5392497816539511,0.5869676866822582,0.047717905028307084,0.08129562375923746,JL-FGW-U
PW_1,0.4,7,0.7259737977067948,0.59170587050751,0.6277755670636807,0.03606969655617065,0.057456355223121064,JL-FGW-U
PW_1,0.4,8,0.6174286661936399,0.48833832622706713,0.5081236424606398,0.01978531623357266,0.03893799498952721,JL-FGW-U
PW_1,0.4,9,0.7012100354208671,0.5762598902104515,0.6014461564289225,0.025186266218470976,0.04187617716148072,JL-FGW-U
PW_1,0.4,10,0.6955017981554322,0.5707037334443773,0.6304848201279877,0.059781086683610374,0.09481764481387264,JL-FGW-U
PW_1,0.4,11,0.6382549780996752,0.5056554865370547,0.5535718537211237,0.047916367184069,0.08655853074246583,JL-FGW-U
PW_1,0.4,12,0.74912042854852,0.6171451121218132,0.6374476461233173,0.020302534001504058,0.03184972727796247,JL-FGW-U
PW_1,0.4,13,0.6699611946116406,0.6120420694050324,0.6378335887270616,0.025791519322029277,0.040436125305255116,JL-FGW-U
