trial,pathway,strategy,step,n_metabolites,auc
40,Tryptophan Metabolism,variance,1,4,0.935483870967742
40,Tryptophan Metabolism,variance,2,5,0.8602150537634409
40,Tryptophan Metabolism,random,1,4,0.8637992831541219
40,Tryptophan Metabolism,random,2,5,0.8602150537634409
41,Arginine and Proline Metabolism,commutator,1,5,1.0
41,Arginine and Proline Metabolism,commutator,2,6,1.0
41,Arginine and Proline Metabolism,variance,1,5,1.0
41,Arginine and Proline Metabolism,variance,2,6,1.0
41,Arginine and Proline Metabolism,random,1,5,0.8279569892473118
41,Arginine and Proline Metabolism,random,2,6,1.0
41,Purine Metabolism,commutator,1,3,0.978494623655914
41,Purine Metabolism,commutator,2,4,0.982078853046595
41,Purine Metabolism,variance,1,3,0.8279569892473118
41,Purine Metabolism,variance,2,4,0.982078853046595
41,Purine Metabolism,random,1,3,0.978494623655914
41,Purine Metabolism,random,2,4,0.982078853046595
41,Pyrimidine Metabolism,commutator,1,5,0.953405017921147
41,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
41,Pyrimidine Metabolism,variance,1,5,0.953405017921147
41,Pyrimidine Metabolism,variance,2,6,0.978494623655914
41,Pyrimidine Metabolism,random,1,5,0.956989247311828
41,Pyrimidine Metabolism,random,2,6,0.978494623655914
41,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
41,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
41,Tryptophan Metabolism,variance,1,4,0.7706093189964157
41,Tryptophan Metabolism,variance,2,5,0.8602150537634409
41,Tryptophan Metabolism,random,1,4,0.7706093189964157
41,Tryptophan Metabolism,random,2,5,0.8602150537634409
42,Arginine and Proline Metabolism,commutator,1,5,1.0
42,Arginine and Proline Metabolism,commutator,2,6,1.0
42,Arginine and Proline Metabolism,variance,1,5,1.0
42,Arginine and Proline Metabolism,variance,2,6,1.0
42,Arginine and Proline Metabolism,random,1,5,1.0
42,Arginine and Proline Metabolism,random,2,6,1.0
42,Purine Metabolism,commutator,1,3,0.903225806451613
42,Purine Metabolism,commutator,2,4,0.982078853046595
42,Purine Metabolism,variance,1,3,0.903225806451613
42,Purine Metabolism,variance,2,4,0.982078853046595
42,Purine Metabolism,random,1,3,0.903225806451613
42,Purine Metabolism,random,2,4,0.982078853046595
42,Pyrimidine Metabolism,commutator,1,5,0.982078853046595
42,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
42,Pyrimidine Metabolism,variance,1,5,0.982078853046595
42,Pyrimidine Metabolism,variance,2,6,0.978494623655914
42,Pyrimidine Metabolism,random,1,5,0.982078853046595
42,Pyrimidine Metabolism,random,2,6,0.978494623655914
42,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
42,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
42,Tryptophan Metabolism,variance,1,4,0.7706093189964157
42,Tryptophan Metabolism,variance,2,5,0.8602150537634409
42,Tryptophan Metabolism,random,1,4,0.7706093189964157
42,Tryptophan Metabolism,random,2,5,0.8602150537634409
43,Arginine and Proline Metabolism,commutator,1,5,1.0
43,Arginine and Proline Metabolism,commutator,2,6,1.0
43,Arginine and Proline Metabolism,variance,1,5,1.0
43,Arginine and Proline Metabolism,variance,2,6,1.0
43,Arginine and Proline Metabolism,random,1,5,1.0
43,Arginine and Proline Metabolism,random,2,6,1.0
43,Purine Metabolism,commutator,1,3,0.903225806451613
43,Purine Metabolism,commutator,2,4,0.982078853046595
43,Purine Metabolism,variance,1,3,0.903225806451613
43,Purine Metabolism,variance,2,4,0.982078853046595
43,Purine Metabolism,random,1,3,0.9713261648745519
43,Purine Metabolism,random,2,4,0.982078853046595
43,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
43,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
43,Pyrimidine Metabolism,variance,1,5,0.978494623655914
43,Pyrimidine Metabolism,variance,2,6,0.978494623655914
43,Pyrimidine Metabolism,random,1,5,0.978494623655914
43,Pyrimidine Metabolism,random,2,6,0.978494623655914
43,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
43,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
43,Tryptophan Metabolism,variance,1,4,0.7706093189964157
43,Tryptophan Metabolism,variance,2,5,0.8602150537634409
43,Tryptophan Metabolism,random,1,4,0.8637992831541219
43,Tryptophan Metabolism,random,2,5,0.8602150537634409
44,Arginine and Proline Metabolism,commutator,1,5,0.8279569892473118
44,Arginine and Proline Metabolism,commutator,2,6,1.0
44,Arginine and Proline Metabolism,variance,1,5,0.8279569892473118
44,Arginine and Proline Metabolism,variance,2,6,1.0
44,Arginine and Proline Metabolism,random,1,5,1.0
44,Arginine and Proline Metabolism,random,2,6,1.0
44,Purine Metabolism,commutator,1,3,0.8279569892473118
44,Purine Metabolism,commutator,2,4,0.982078853046595
44,Purine Metabolism,variance,1,3,0.8279569892473118
44,Purine Metabolism,variance,2,4,0.982078853046595
44,Purine Metabolism,random,1,3,0.8279569892473118
44,Purine Metabolism,random,2,4,0.982078853046595
44,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
44,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
44,Pyrimidine Metabolism,variance,1,5,0.978494623655914
44,Pyrimidine Metabolism,variance,2,6,0.978494623655914
44,Pyrimidine Metabolism,random,1,5,0.978494623655914
44,Pyrimidine Metabolism,random,2,6,0.978494623655914
44,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
44,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
44,Tryptophan Metabolism,variance,1,4,0.7706093189964157
44,Tryptophan Metabolism,variance,2,5,0.8602150537634409
44,Tryptophan Metabolism,random,1,4,0.8637992831541219
44,Tryptophan Metabolism,random,2,5,0.8602150537634409
45,Arginine and Proline Metabolism,commutator,1,5,0.8279569892473118
45,Arginine and Proline Metabolism,commutator,2,6,1.0
45,Arginine and Proline Metabolism,variance,1,5,0.8279569892473118
45,Arginine and Proline Metabolism,variance,2,6,1.0
45,Arginine and Proline Metabolism,random,1,5,0.8279569892473118
45,Arginine and Proline Metabolism,random,2,6,1.0
45,Purine Metabolism,commutator,1,3,0.9713261648745519
45,Purine Metabolism,commutator,2,4,0.982078853046595
45,Purine Metabolism,variance,1,3,0.8279569892473118
45,Purine Metabolism,variance,2,4,0.982078853046595
45,Purine Metabolism,random,1,3,0.8279569892473118
45,Purine Metabolism,random,2,4,0.982078853046595
45,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
45,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
45,Pyrimidine Metabolism,variance,1,5,0.978494623655914
45,Pyrimidine Metabolism,variance,2,6,0.978494623655914
45,Pyrimidine Metabolism,random,1,5,0.956989247311828
45,Pyrimidine Metabolism,random,2,6,0.978494623655914
45,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
45,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
45,Tryptophan Metabolism,variance,1,4,0.7706093189964157
45,Tryptophan Metabolism,variance,2,5,0.8602150537634409
45,Tryptophan Metabolism,random,1,4,0.7706093189964157
45,Tryptophan Metabolism,random,2,5,0.8602150537634409
46,Arginine and Proline Metabolism,commutator,1,5,1.0
46,Arginine and Proline Metabolism,commutator,2,6,1.0
46,Arginine and Proline Metabolism,variance,1,5,1.0
46,Arginine and Proline Metabolism,variance,2,6,1.0
46,Arginine and Proline Metabolism,random,1,5,1.0
46,Arginine and Proline Metabolism,random,2,6,1.0
46,Purine Metabolism,commutator,1,3,0.978494623655914
46,Purine Metabolism,commutator,2,4,0.982078853046595
46,Purine Metabolism,variance,1,3,0.978494623655914
46,Purine Metabolism,variance,2,4,0.982078853046595
46,Purine Metabolism,random,1,3,0.903225806451613
46,Purine Metabolism,random,2,4,0.982078853046595
46,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
46,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
46,Pyrimidine Metabolism,variance,1,5,0.982078853046595
46,Pyrimidine Metabolism,variance,2,6,0.978494623655914
46,Pyrimidine Metabolism,random,1,5,0.982078853046595
46,Pyrimidine Metabolism,random,2,6,0.978494623655914
46,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
46,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
46,Tryptophan Metabolism,variance,1,4,0.7706093189964157
46,Tryptophan Metabolism,variance,2,5,0.8602150537634409
46,Tryptophan Metabolism,random,1,4,0.7706093189964157
46,Tryptophan Metabolism,random,2,5,0.8602150537634409
47,Arginine and Proline Metabolism,commutator,1,5,1.0
47,Arginine and Proline Metabolism,commutator,2,6,1.0
47,Arginine and Proline Metabolism,variance,1,5,1.0
47,Arginine and Proline Metabolism,variance,2,6,1.0
47,Arginine and Proline Metabolism,random,1,5,1.0
47,Arginine and Proline Metabolism,random,2,6,1.0
47,Purine Metabolism,commutator,1,3,0.8279569892473118
47,Purine Metabolism,commutator,2,4,0.982078853046595
47,Purine Metabolism,variance,1,3,0.8279569892473118
47,Purine Metabolism,variance,2,4,0.982078853046595
47,Purine Metabolism,random,1,3,0.903225806451613
47,Purine Metabolism,random,2,4,0.982078853046595
47,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
47,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
47,Pyrimidine Metabolism,variance,1,5,0.978494623655914
47,Pyrimidine Metabolism,variance,2,6,0.978494623655914
47,Pyrimidine Metabolism,random,1,5,0.956989247311828
47,Pyrimidine Metabolism,random,2,6,0.978494623655914
47,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
47,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
47,Tryptophan Metabolism,variance,1,4,0.8602150537634409
47,Tryptophan Metabolism,variance,2,5,0.8602150537634409
47,Tryptophan Metabolism,random,1,4,0.7706093189964157
47,Tryptophan Metabolism,random,2,5,0.8602150537634409
48,Arginine and Proline Metabolism,commutator,1,5,1.0
48,Arginine and Proline Metabolism,commutator,2,6,1.0
48,Arginine and Proline Metabolism,variance,1,5,1.0
48,Arginine and Proline Metabolism,variance,2,6,1.0
48,Arginine and Proline Metabolism,random,1,5,1.0
48,Arginine and Proline Metabolism,random,2,6,1.0
48,Purine Metabolism,commutator,1,3,0.978494623655914
48,Purine Metabolism,commutator,2,4,0.982078853046595
48,Purine Metabolism,variance,1,3,0.8279569892473118
48,Purine Metabolism,variance,2,4,0.982078853046595
48,Purine Metabolism,random,1,3,0.8279569892473118
48,Purine Metabolism,random,2,4,0.982078853046595
48,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
48,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
48,Pyrimidine Metabolism,variance,1,5,0.978494623655914
48,Pyrimidine Metabolism,variance,2,6,0.978494623655914
48,Pyrimidine Metabolism,random,1,5,0.978494623655914
48,Pyrimidine Metabolism,random,2,6,0.978494623655914
48,Tryptophan Metabolism,commutator,1,4,0.935483870967742
48,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
48,Tryptophan Metabolism,variance,1,4,0.935483870967742
48,Tryptophan Metabolism,variance,2,5,0.8602150537634409
48,Tryptophan Metabolism,random,1,4,0.8637992831541219
48,Tryptophan Metabolism,random,2,5,0.8602150537634409
49,Arginine and Proline Metabolism,commutator,1,5,1.0
49,Arginine and Proline Metabolism,commutator,2,6,1.0
49,Arginine and Proline Metabolism,variance,1,5,1.0
49,Arginine and Proline Metabolism,variance,2,6,1.0
49,Arginine and Proline Metabolism,random,1,5,1.0
49,Arginine and Proline Metabolism,random,2,6,1.0
49,Purine Metabolism,commutator,1,3,0.978494623655914
49,Purine Metabolism,commutator,2,4,0.982078853046595
49,Purine Metabolism,variance,1,3,0.978494623655914
49,Purine Metabolism,variance,2,4,0.982078853046595
49,Purine Metabolism,random,1,3,0.903225806451613
49,Purine Metabolism,random,2,4,0.982078853046595
49,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
49,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
49,Pyrimidine Metabolism,variance,1,5,0.978494623655914
49,Pyrimidine Metabolism,variance,2,6,0.978494623655914
49,Pyrimidine Metabolism,random,1,5,0.971326164874552
49,Pyrimidine Metabolism,random,2,6,0.978494623655914
49,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
49,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
49,Tryptophan Metabolism,variance,1,4,0.7706093189964157
49,Tryptophan Metabolism,variance,2,5,0.8602150537634409
49,Tryptophan Metabolism,random,1,4,0.7706093189964157
49,Tryptophan Metabolism,random,2,5,0.8602150537634409
