trial,pathway,strategy,step,n_metabolites,auc
20,Purine Metabolism,variance,2,4,0.982078853046595
20,Purine Metabolism,random,1,3,0.8279569892473118
20,Purine Metabolism,random,2,4,0.982078853046595
20,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
20,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
20,Pyrimidine Metabolism,variance,1,5,0.978494623655914
20,Pyrimidine Metabolism,variance,2,6,0.978494623655914
20,Pyrimidine Metabolism,random,1,5,0.978494623655914
20,Pyrimidine Metabolism,random,2,6,0.978494623655914
20,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
20,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
20,Tryptophan Metabolism,variance,1,4,0.8602150537634409
20,Tryptophan Metabolism,variance,2,5,0.8602150537634409
20,Tryptophan Metabolism,random,1,4,0.935483870967742
20,Tryptophan Metabolism,random,2,5,0.8602150537634409
21,Arginine and Proline Metabolism,commutator,1,5,1.0
21,Arginine and Proline Metabolism,commutator,2,6,1.0
21,Arginine and Proline Metabolism,variance,1,5,1.0
21,Arginine and Proline Metabolism,variance,2,6,1.0
21,Arginine and Proline Metabolism,random,1,5,1.0
21,Arginine and Proline Metabolism,random,2,6,1.0
21,Purine Metabolism,commutator,1,3,0.9713261648745519
21,Purine Metabolism,commutator,2,4,0.982078853046595
21,Purine Metabolism,variance,1,3,0.8279569892473118
21,Purine Metabolism,variance,2,4,0.982078853046595
21,Purine Metabolism,random,1,3,0.9713261648745519
21,Purine Metabolism,random,2,4,0.982078853046595
21,Pyrimidine Metabolism,commutator,1,5,0.971326164874552
21,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
21,Pyrimidine Metabolism,variance,1,5,0.971326164874552
21,Pyrimidine Metabolism,variance,2,6,0.978494623655914
21,Pyrimidine Metabolism,random,1,5,0.956989247311828
21,Pyrimidine Metabolism,random,2,6,0.978494623655914
21,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
21,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
21,Tryptophan Metabolism,variance,1,4,0.8602150537634409
21,Tryptophan Metabolism,variance,2,5,0.8602150537634409
21,Tryptophan Metabolism,random,1,4,0.935483870967742
21,Tryptophan Metabolism,random,2,5,0.8602150537634409
22,Arginine and Proline Metabolism,commutator,1,5,1.0
22,Arginine and Proline Metabolism,commutator,2,6,1.0
22,Arginine and Proline Metabolism,variance,1,5,1.0
22,Arginine and Proline Metabolism,variance,2,6,1.0
22,Arginine and Proline Metabolism,random,1,5,1.0
22,Arginine and Proline Metabolism,random,2,6,1.0
22,Purine Metabolism,commutator,1,3,0.8279569892473118
22,Purine Metabolism,commutator,2,4,0.982078853046595
22,Purine Metabolism,variance,1,3,0.8279569892473118
22,Purine Metabolism,variance,2,4,0.982078853046595
22,Purine Metabolism,random,1,3,0.903225806451613
22,Purine Metabolism,random,2,4,0.982078853046595
22,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
22,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
22,Pyrimidine Metabolism,variance,1,5,0.978494623655914
22,Pyrimidine Metabolism,variance,2,6,0.978494623655914
22,Pyrimidine Metabolism,random,1,5,0.956989247311828
22,Pyrimidine Metabolism,random,2,6,0.978494623655914
22,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
22,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
22,Tryptophan Metabolism,variance,1,4,0.8602150537634409
22,Tryptophan Metabolism,variance,2,5,0.8602150537634409
22,Tryptophan Metabolism,random,1,4,0.8602150537634409
22,Tryptophan Metabolism,random,2,5,0.8602150537634409
23,Arginine and Proline Metabolism,commutator,1,5,1.0
23,Arginine and Proline Metabolism,commutator,2,6,1.0
23,Arginine and Proline Metabolism,variance,1,5,1.0
23,Arginine and Proline Metabolism,variance,2,6,1.0
23,Arginine and Proline Metabolism,random,1,5,1.0
23,Arginine and Proline Metabolism,random,2,6,1.0
23,Purine Metabolism,commutator,1,3,0.978494623655914
23,Purine Metabolism,commutator,2,4,0.982078853046595
23,Purine Metabolism,variance,1,3,0.978494623655914
23,Purine Metabolism,variance,2,4,0.982078853046595
23,Purine Metabolism,random,1,3,0.903225806451613
23,Purine Metabolism,random,2,4,0.982078853046595
23,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
23,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
23,Pyrimidine Metabolism,variance,1,5,0.978494623655914
23,Pyrimidine Metabolism,variance,2,6,0.978494623655914
23,Pyrimidine Metabolism,random,1,5,0.982078853046595
23,Pyrimidine Metabolism,random,2,6,0.978494623655914
23,Tryptophan Metabolism,commutator,1,4,0.935483870967742
23,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
23,Tryptophan Metabolism,variance,1,4,0.935483870967742
23,Tryptophan Metabolism,variance,2,5,0.8602150537634409
23,Tryptophan Metabolism,random,1,4,0.935483870967742
23,Tryptophan Metabolism,random,2,5,0.8602150537634409
24,Arginine and Proline Metabolism,commutator,1,5,0.8279569892473118
24,Arginine and Proline Metabolism,commutator,2,6,1.0
24,Arginine and Proline Metabolism,variance,1,5,0.8279569892473118
24,Arginine and Proline Metabolism,variance,2,6,1.0
24,Arginine and Proline Metabolism,random,1,5,1.0
24,Arginine and Proline Metabolism,random,2,6,1.0
24,Purine Metabolism,commutator,1,3,0.978494623655914
24,Purine Metabolism,commutator,2,4,0.982078853046595
24,Purine Metabolism,variance,1,3,0.978494623655914
24,Purine Metabolism,variance,2,4,0.982078853046595
24,Purine Metabolism,random,1,3,0.9713261648745519
24,Purine Metabolism,random,2,4,0.982078853046595
24,Pyrimidine Metabolism,commutator,1,5,0.953405017921147
24,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
24,Pyrimidine Metabolism,variance,1,5,0.953405017921147
24,Pyrimidine Metabolism,variance,2,6,0.978494623655914
24,Pyrimidine Metabolism,random,1,5,0.953405017921147
24,Pyrimidine Metabolism,random,2,6,0.978494623655914
24,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
24,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
24,Tryptophan Metabolism,variance,1,4,0.8602150537634409
24,Tryptophan Metabolism,variance,2,5,0.8602150537634409
24,Tryptophan Metabolism,random,1,4,0.8637992831541219
24,Tryptophan Metabolism,random,2,5,0.8602150537634409
25,Arginine and Proline Metabolism,commutator,1,5,1.0
25,Arginine and Proline Metabolism,commutator,2,6,1.0
25,Arginine and Proline Metabolism,variance,1,5,1.0
25,Arginine and Proline Metabolism,variance,2,6,1.0
25,Arginine and Proline Metabolism,random,1,5,1.0
25,Arginine and Proline Metabolism,random,2,6,1.0
25,Purine Metabolism,commutator,1,3,0.9713261648745519
25,Purine Metabolism,commutator,2,4,0.982078853046595
25,Purine Metabolism,variance,1,3,0.8279569892473118
25,Purine Metabolism,variance,2,4,0.982078853046595
25,Purine Metabolism,random,1,3,0.8279569892473118
25,Purine Metabolism,random,2,4,0.982078853046595
25,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
25,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
25,Pyrimidine Metabolism,variance,1,5,0.978494623655914
25,Pyrimidine Metabolism,variance,2,6,0.978494623655914
25,Pyrimidine Metabolism,random,1,5,0.953405017921147
25,Pyrimidine Metabolism,random,2,6,0.978494623655914
25,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
25,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
25,Tryptophan Metabolism,variance,1,4,0.8602150537634409
25,Tryptophan Metabolism,variance,2,5,0.8602150537634409
25,Tryptophan Metabolism,random,1,4,0.8602150537634409
25,Tryptophan Metabolism,random,2,5,0.8602150537634409
26,Arginine and Proline Metabolism,commutator,1,5,0.8279569892473118
26,Arginine and Proline Metabolism,commutator,2,6,1.0
26,Arginine and Proline Metabolism,variance,1,5,0.8279569892473118
26,Arginine and Proline Metabolism,variance,2,6,1.0
26,Arginine and Proline Metabolism,random,1,5,0.8279569892473118
26,Arginine and Proline Metabolism,random,2,6,1.0
26,Purine Metabolism,commutator,1,3,0.903225806451613
26,Purine Metabolism,commutator,2,4,0.982078853046595
26,Purine Metabolism,variance,1,3,0.903225806451613
26,Purine Metabolism,variance,2,4,0.982078853046595
26,Purine Metabolism,random,1,3,0.903225806451613
26,Purine Metabolism,random,2,4,0.982078853046595
26,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
26,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
26,Pyrimidine Metabolism,variance,1,5,0.978494623655914
26,Pyrimidine Metabolism,variance,2,6,0.978494623655914
26,Pyrimidine Metabolism,random,1,5,0.978494623655914
26,Pyrimidine Metabolism,random,2,6,0.978494623655914
26,Tryptophan Metabolism,commutator,1,4,0.935483870967742
26,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
26,Tryptophan Metabolism,variance,1,4,0.935483870967742
26,Tryptophan Metabolism,variance,2,5,0.8602150537634409
26,Tryptophan Metabolism,random,1,4,0.8637992831541219
26,Tryptophan Metabolism,random,2,5,0.8602150537634409
27,Arginine and Proline Metabolism,commutator,1,5,1.0
27,Arginine and Proline Metabolism,commutator,2,6,1.0
27,Arginine and Proline Metabolism,variance,1,5,1.0
27,Arginine and Proline Metabolism,variance,2,6,1.0
27,Arginine and Proline Metabolism,random,1,5,1.0
27,Arginine and Proline Metabolism,random,2,6,1.0
27,Purine Metabolism,commutator,1,3,0.978494623655914
27,Purine Metabolism,commutator,2,4,0.982078853046595
27,Purine Metabolism,variance,1,3,0.978494623655914
27,Purine Metabolism,variance,2,4,0.982078853046595
27,Purine Metabolism,random,1,3,0.978494623655914
27,Purine Metabolism,random,2,4,0.982078853046595
27,Pyrimidine Metabolism,commutator,1,5,0.971326164874552
27,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
27,Pyrimidine Metabolism,variance,1,5,0.971326164874552
27,Pyrimidine Metabolism,variance,2,6,0.978494623655914
27,Pyrimidine Metabolism,random,1,5,0.971326164874552
27,Pyrimidine Metabolism,random,2,6,0.978494623655914
27,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
27,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
27,Tryptophan Metabolism,variance,1,4,0.8602150537634409
27,Tryptophan Metabolism,variance,2,5,0.8602150537634409
27,Tryptophan Metabolism,random,1,4,0.8602150537634409
27,Tryptophan Metabolism,random,2,5,0.8602150537634409
28,Arginine and Proline Metabolism,commutator,1,5,1.0
28,Arginine and Proline Metabolism,commutator,2,6,1.0
28,Arginine and Proline Metabolism,variance,1,5,1.0
28,Arginine and Proline Metabolism,variance,2,6,1.0
28,Arginine and Proline Metabolism,random,1,5,0.8279569892473118
28,Arginine and Proline Metabolism,random,2,6,1.0
28,Purine Metabolism,commutator,1,3,0.978494623655914
28,Purine Metabolism,commutator,2,4,0.982078853046595
28,Purine Metabolism,variance,1,3,0.978494623655914
28,Purine Metabolism,variance,2,4,0.982078853046595
28,Purine Metabolism,random,1,3,0.978494623655914
28,Purine Metabolism,random,2,4,0.982078853046595
28,Pyrimidine Metabolism,commutator,1,5,0.953405017921147
28,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
28,Pyrimidine Metabolism,variance,1,5,0.953405017921147
28,Pyrimidine Metabolism,variance,2,6,0.978494623655914
28,Pyrimidine Metabolism,random,1,5,0.956989247311828
28,Pyrimidine Metabolism,random,2,6,0.978494623655914
28,Tryptophan Metabolism,commutator,1,4,0.935483870967742
28,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
28,Tryptophan Metabolism,variance,1,4,0.935483870967742
28,Tryptophan Metabolism,variance,2,5,0.8602150537634409
28,Tryptophan Metabolism,random,1,4,0.935483870967742
28,Tryptophan Metabolism,random,2,5,0.8602150537634409
29,Arginine and Proline Metabolism,commutator,1,5,1.0
29,Arginine and Proline Metabolism,commutator,2,6,1.0
29,Arginine and Proline Metabolism,variance,1,5,1.0
29,Arginine and Proline Metabolism,variance,2,6,1.0
29,Arginine and Proline Metabolism,random,1,5,1.0
29,Arginine and Proline Metabolism,random,2,6,1.0
29,Purine Metabolism,commutator,1,3,0.978494623655914
29,Purine Metabolism,commutator,2,4,0.982078853046595
29,Purine Metabolism,variance,1,3,0.978494623655914
29,Purine Metabolism,variance,2,4,0.982078853046595
29,Purine Metabolism,random,1,3,0.903225806451613
29,Purine Metabolism,random,2,4,0.982078853046595
29,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
29,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
29,Pyrimidine Metabolism,variance,1,5,0.978494623655914
29,Pyrimidine Metabolism,variance,2,6,0.978494623655914
29,Pyrimidine Metabolism,random,1,5,0.978494623655914
29,Pyrimidine Metabolism,random,2,6,0.978494623655914
29,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
29,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
29,Tryptophan Metabolism,variance,1,4,0.7706093189964157
29,Tryptophan Metabolism,variance,2,5,0.8602150537634409
29,Tryptophan Metabolism,random,1,4,0.7706093189964157
29,Tryptophan Metabolism,random,2,5,0.8602150537634409
30,Arginine and Proline Metabolism,commutator,1,5,1.0
30,Arginine and Proline Metabolism,commutator,2,6,1.0
30,Arginine and Proline Metabolism,variance,1,5,1.0
30,Arginine and Proline Metabolism,variance,2,6,1.0
30,Arginine and Proline Metabolism,random,1,5,1.0
30,Arginine and Proline Metabolism,random,2,6,1.0
30,Purine Metabolism,commutator,1,3,0.978494623655914
30,Purine Metabolism,commutator,2,4,0.982078853046595
30,Purine Metabolism,variance,1,3,0.8279569892473118
30,Purine Metabolism,variance,2,4,0.982078853046595
30,Purine Metabolism,random,1,3,0.978494623655914
30,Purine Metabolism,random,2,4,0.982078853046595
30,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
30,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
30,Pyrimidine Metabolism,variance,1,5,0.978494623655914
30,Pyrimidine Metabolism,variance,2,6,0.978494623655914
30,Pyrimidine Metabolism,random,1,5,0.953405017921147
30,Pyrimidine Metabolism,random,2,6,0.978494623655914
30,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
30,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
30,Tryptophan Metabolism,variance,1,4,0.7706093189964157
30,Tryptophan Metabolism,variance,2,5,0.8602150537634409
30,Tryptophan Metabolism,random,1,4,0.7706093189964157
30,Tryptophan Metabolism,random,2,5,0.8602150537634409
31,Arginine and Proline Metabolism,commutator,1,5,0.8279569892473118
31,Arginine and Proline Metabolism,commutator,2,6,1.0
31,Arginine and Proline Metabolism,variance,1,5,0.8279569892473118
31,Arginine and Proline Metabolism,variance,2,6,1.0
31,Arginine and Proline Metabolism,random,1,5,0.8279569892473118
31,Arginine and Proline Metabolism,random,2,6,1.0
31,Purine Metabolism,commutator,1,3,0.978494623655914
31,Purine Metabolism,commutator,2,4,0.982078853046595
31,Purine Metabolism,variance,1,3,0.978494623655914
31,Purine Metabolism,variance,2,4,0.982078853046595
31,Purine Metabolism,random,1,3,0.978494623655914
31,Purine Metabolism,random,2,4,0.982078853046595
31,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
31,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
31,Pyrimidine Metabolism,variance,1,5,0.978494623655914
31,Pyrimidine Metabolism,variance,2,6,0.978494623655914
31,Pyrimidine Metabolism,random,1,5,0.971326164874552
31,Pyrimidine Metabolism,random,2,6,0.978494623655914
31,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
31,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
31,Tryptophan Metabolism,variance,1,4,0.8602150537634409
31,Tryptophan Metabolism,variance,2,5,0.8602150537634409
31,Tryptophan Metabolism,random,1,4,0.8602150537634409
31,Tryptophan Metabolism,random,2,5,0.8602150537634409
32,Arginine and Proline Metabolism,commutator,1,5,1.0
32,Arginine and Proline Metabolism,commutator,2,6,1.0
32,Arginine and Proline Metabolism,variance,1,5,1.0
32,Arginine and Proline Metabolism,variance,2,6,1.0
32,Arginine and Proline Metabolism,random,1,5,1.0
32,Arginine and Proline Metabolism,random,2,6,1.0
32,Purine Metabolism,commutator,1,3,0.903225806451613
32,Purine Metabolism,commutator,2,4,0.982078853046595
32,Purine Metabolism,variance,1,3,0.903225806451613
32,Purine Metabolism,variance,2,4,0.982078853046595
32,Purine Metabolism,random,1,3,0.903225806451613
32,Purine Metabolism,random,2,4,0.982078853046595
32,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
32,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
32,Pyrimidine Metabolism,variance,1,5,0.978494623655914
32,Pyrimidine Metabolism,variance,2,6,0.978494623655914
32,Pyrimidine Metabolism,random,1,5,0.956989247311828
32,Pyrimidine Metabolism,random,2,6,0.978494623655914
32,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
32,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
32,Tryptophan Metabolism,variance,1,4,0.8602150537634409
32,Tryptophan Metabolism,variance,2,5,0.8602150537634409
32,Tryptophan Metabolism,random,1,4,0.7706093189964157
32,Tryptophan Metabolism,random,2,5,0.8602150537634409
33,Arginine and Proline Metabolism,commutator,1,5,1.0
33,Arginine and Proline Metabolism,commutator,2,6,1.0
33,Arginine and Proline Metabolism,variance,1,5,1.0
33,Arginine and Proline Metabolism,variance,2,6,1.0
33,Arginine and Proline Metabolism,random,1,5,1.0
33,Arginine and Proline Metabolism,random,2,6,1.0
33,Purine Metabolism,commutator,1,3,0.903225806451613
33,Purine Metabolism,commutator,2,4,0.982078853046595
33,Purine Metabolism,variance,1,3,0.903225806451613
33,Purine Metabolism,variance,2,4,0.982078853046595
33,Purine Metabolism,random,1,3,0.9713261648745519
33,Purine Metabolism,random,2,4,0.982078853046595
33,Pyrimidine Metabolism,commutator,1,5,0.953405017921147
33,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
33,Pyrimidine Metabolism,variance,1,5,0.953405017921147
33,Pyrimidine Metabolism,variance,2,6,0.978494623655914
33,Pyrimidine Metabolism,random,1,5,0.953405017921147
33,Pyrimidine Metabolism,random,2,6,0.978494623655914
33,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
33,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
33,Tryptophan Metabolism,variance,1,4,0.7706093189964157
33,Tryptophan Metabolism,variance,2,5,0.8602150537634409
33,Tryptophan Metabolism,random,1,4,0.8637992831541219
33,Tryptophan Metabolism,random,2,5,0.8602150537634409
34,Arginine and Proline Metabolism,commutator,1,5,1.0
34,Arginine and Proline Metabolism,commutator,2,6,1.0
34,Arginine and Proline Metabolism,variance,1,5,1.0
34,Arginine and Proline Metabolism,variance,2,6,1.0
34,Arginine and Proline Metabolism,random,1,5,0.8279569892473118
34,Arginine and Proline Metabolism,random,2,6,1.0
34,Purine Metabolism,commutator,1,3,0.978494623655914
34,Purine Metabolism,commutator,2,4,0.982078853046595
34,Purine Metabolism,variance,1,3,0.8279569892473118
34,Purine Metabolism,variance,2,4,0.982078853046595
34,Purine Metabolism,random,1,3,0.978494623655914
34,Purine Metabolism,random,2,4,0.982078853046595
34,Pyrimidine Metabolism,commutator,1,5,0.982078853046595
34,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
34,Pyrimidine Metabolism,variance,1,5,0.982078853046595
34,Pyrimidine Metabolism,variance,2,6,0.978494623655914
34,Pyrimidine Metabolism,random,1,5,0.982078853046595
34,Pyrimidine Metabolism,random,2,6,0.978494623655914
34,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
34,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
34,Tryptophan Metabolism,variance,1,4,0.8602150537634409
34,Tryptophan Metabolism,variance,2,5,0.8602150537634409
34,Tryptophan Metabolism,random,1,4,0.8602150537634409
34,Tryptophan Metabolism,random,2,5,0.8602150537634409
35,Arginine and Proline Metabolism,commutator,1,5,1.0
35,Arginine and Proline Metabolism,commutator,2,6,1.0
35,Arginine and Proline Metabolism,variance,1,5,1.0
35,Arginine and Proline Metabolism,variance,2,6,1.0
35,Arginine and Proline Metabolism,random,1,5,1.0
35,Arginine and Proline Metabolism,random,2,6,1.0
35,Purine Metabolism,commutator,1,3,0.978494623655914
35,Purine Metabolism,commutator,2,4,0.982078853046595
35,Purine Metabolism,variance,1,3,0.8279569892473118
35,Purine Metabolism,variance,2,4,0.982078853046595
35,Purine Metabolism,random,1,3,0.978494623655914
35,Purine Metabolism,random,2,4,0.982078853046595
35,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
35,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
35,Pyrimidine Metabolism,variance,1,5,0.978494623655914
35,Pyrimidine Metabolism,variance,2,6,0.978494623655914
35,Pyrimidine Metabolism,random,1,5,0.953405017921147
35,Pyrimidine Metabolism,random,2,6,0.978494623655914
35,Tryptophan Metabolism,commutator,1,4,0.8637992831541219
35,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
35,Tryptophan Metabolism,variance,1,4,0.8637992831541219
35,Tryptophan Metabolism,variance,2,5,0.8602150537634409
35,Tryptophan Metabolism,random,1,4,0.8637992831541219
35,Tryptophan Metabolism,random,2,5,0.8602150537634409
36,Arginine and Proline Metabolism,commutator,1,5,0.8279569892473118
36,Arginine and Proline Metabolism,commutator,2,6,1.0
36,Arginine and Proline Metabolism,variance,1,5,0.8279569892473118
36,Arginine and Proline Metabolism,variance,2,6,1.0
36,Arginine and Proline Metabolism,random,1,5,0.8279569892473118
36,Arginine and Proline Metabolism,random,2,6,1.0
36,Purine Metabolism,commutator,1,3,0.8279569892473118
36,Purine Metabolism,commutator,2,4,0.982078853046595
36,Purine Metabolism,variance,1,3,0.8279569892473118
36,Purine Metabolism,variance,2,4,0.982078853046595
36,Purine Metabolism,random,1,3,0.903225806451613
36,Purine Metabolism,random,2,4,0.982078853046595
36,Pyrimidine Metabolism,commutator,1,5,0.982078853046595
36,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
36,Pyrimidine Metabolism,variance,1,5,0.982078853046595
36,Pyrimidine Metabolism,variance,2,6,0.978494623655914
36,Pyrimidine Metabolism,random,1,5,0.971326164874552
36,Pyrimidine Metabolism,random,2,6,0.978494623655914
36,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
36,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
36,Tryptophan Metabolism,variance,1,4,0.7706093189964157
36,Tryptophan Metabolism,variance,2,5,0.8602150537634409
36,Tryptophan Metabolism,random,1,4,0.7706093189964157
36,Tryptophan Metabolism,random,2,5,0.8602150537634409
37,Arginine and Proline Metabolism,commutator,1,5,1.0
37,Arginine and Proline Metabolism,commutator,2,6,1.0
37,Arginine and Proline Metabolism,variance,1,5,1.0
37,Arginine and Proline Metabolism,variance,2,6,1.0
37,Arginine and Proline Metabolism,random,1,5,1.0
37,Arginine and Proline Metabolism,random,2,6,1.0
37,Purine Metabolism,commutator,1,3,0.978494623655914
37,Purine Metabolism,commutator,2,4,0.982078853046595
37,Purine Metabolism,variance,1,3,0.978494623655914
37,Purine Metabolism,variance,2,4,0.982078853046595
37,Purine Metabolism,random,1,3,0.9713261648745519
37,Purine Metabolism,random,2,4,0.982078853046595
37,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
37,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
37,Pyrimidine Metabolism,variance,1,5,0.978494623655914
37,Pyrimidine Metabolism,variance,2,6,0.978494623655914
37,Pyrimidine Metabolism,random,1,5,0.978494623655914
37,Pyrimidine Metabolism,random,2,6,0.978494623655914
37,Tryptophan Metabolism,commutator,1,4,0.7706093189964157
37,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
37,Tryptophan Metabolism,variance,1,4,0.7706093189964157
37,Tryptophan Metabolism,variance,2,5,0.8602150537634409
37,Tryptophan Metabolism,random,1,4,0.8637992831541219
37,Tryptophan Metabolism,random,2,5,0.8602150537634409
38,Arginine and Proline Metabolism,commutator,1,5,1.0
38,Arginine and Proline Metabolism,commutator,2,6,1.0
38,Arginine and Proline Metabolism,variance,1,5,1.0
38,Arginine and Proline Metabolism,variance,2,6,1.0
38,Arginine and Proline Metabolism,random,1,5,1.0
38,Arginine and Proline Metabolism,random,2,6,1.0
38,Purine Metabolism,commutator,1,3,0.903225806451613
38,Purine Metabolism,commutator,2,4,0.982078853046595
38,Purine Metabolism,variance,1,3,0.903225806451613
38,Purine Metabolism,variance,2,4,0.982078853046595
38,Purine Metabolism,random,1,3,0.9713261648745519
38,Purine Metabolism,random,2,4,0.982078853046595
38,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
38,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
38,Pyrimidine Metabolism,variance,1,5,0.978494623655914
38,Pyrimidine Metabolism,variance,2,6,0.978494623655914
38,Pyrimidine Metabolism,random,1,5,0.978494623655914
38,Pyrimidine Metabolism,random,2,6,0.978494623655914
38,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
38,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
38,Tryptophan Metabolism,variance,1,4,0.8602150537634409
38,Tryptophan Metabolism,variance,2,5,0.8602150537634409
38,Tryptophan Metabolism,random,1,4,0.8637992831541219
38,Tryptophan Metabolism,random,2,5,0.8602150537634409
39,Arginine and Proline Metabolism,commutator,1,5,1.0
39,Arginine and Proline Metabolism,commutator,2,6,1.0
39,Arginine and Proline Metabolism,variance,1,5,1.0
39,Arginine and Proline Metabolism,variance,2,6,1.0
39,Arginine and Proline Metabolism,random,1,5,1.0
39,Arginine and Proline Metabolism,random,2,6,1.0
39,Purine Metabolism,commutator,1,3,0.903225806451613
39,Purine Metabolism,commutator,2,4,0.982078853046595
39,Purine Metabolism,variance,1,3,0.903225806451613
39,Purine Metabolism,variance,2,4,0.982078853046595
39,Purine Metabolism,random,1,3,0.9713261648745519
39,Purine Metabolism,random,2,4,0.982078853046595
39,Pyrimidine Metabolism,commutator,1,5,0.982078853046595
39,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
39,Pyrimidine Metabolism,variance,1,5,0.982078853046595
39,Pyrimidine Metabolism,variance,2,6,0.978494623655914
39,Pyrimidine Metabolism,random,1,5,0.982078853046595
39,Pyrimidine Metabolism,random,2,6,0.978494623655914
39,Tryptophan Metabolism,commutator,1,4,0.8602150537634409
39,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
39,Tryptophan Metabolism,variance,1,4,0.8602150537634409
39,Tryptophan Metabolism,variance,2,5,0.8602150537634409
39,Tryptophan Metabolism,random,1,4,0.8637992831541219
39,Tryptophan Metabolism,random,2,5,0.8602150537634409
40,Arginine and Proline Metabolism,commutator,1,5,0.8279569892473118
40,Arginine and Proline Metabolism,commutator,2,6,1.0
40,Arginine and Proline Metabolism,variance,1,5,0.8279569892473118
40,Arginine and Proline Metabolism,variance,2,6,1.0
40,Arginine and Proline Metabolism,random,1,5,1.0
40,Arginine and Proline Metabolism,random,2,6,1.0
40,Purine Metabolism,commutator,1,3,0.903225806451613
40,Purine Metabolism,commutator,2,4,0.982078853046595
40,Purine Metabolism,variance,1,3,0.903225806451613
40,Purine Metabolism,variance,2,4,0.982078853046595
40,Purine Metabolism,random,1,3,0.9713261648745519
40,Purine Metabolism,random,2,4,0.982078853046595
40,Pyrimidine Metabolism,commutator,1,5,0.978494623655914
40,Pyrimidine Metabolism,commutator,2,6,0.978494623655914
40,Pyrimidine Metabolism,variance,1,5,0.978494623655914
40,Pyrimidine Metabolism,variance,2,6,0.978494623655914
40,Pyrimidine Metabolism,random,1,5,0.978494623655914
40,Pyrimidine Metabolism,random,2,6,0.978494623655914
40,Tryptophan Metabolism,commutator,1,4,0.935483870967742
40,Tryptophan Metabolism,commutator,2,5,0.8602150537634409
