dataset,pathway_id,pathway_name,mask_rate,trial,method,n_pathway_metabolites,n_observed,n_masked,oracle_metabolite,predicted_metabolite,oracle_gain,predicted_gain,regret,normalized_regret,is_top1,is_top3,is_top5
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,5,degree,7,4,3,Urea,Ornithine,1.6586346815243362,0.09748389764919242,1.5611507838751437,0.9412264202985656,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,5,imputation,7,4,3,Urea,Urea,1.6586346815243362,1.6586346815243362,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,6,proposed,7,4,3,Urea,Urea,1.7368232724511183,1.7368232724511183,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,6,random,7,4,3,Urea,Ornithine,1.7368232724511183,-0.07084602902848626,1.8076693014796046,1.0407905802226285,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,6,degree,7,4,3,Urea,Ornithine,1.7368232724511183,-0.07084602902848626,1.8076693014796046,1.0407905802226285,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,6,imputation,7,4,3,Urea,Urea,1.7368232724511183,1.7368232724511183,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,7,proposed,7,4,3,4-hydroxy-proline,4-hydroxy-proline,0.2385979671045677,0.2385979671045677,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,7,random,7,4,3,4-hydroxy-proline,creatinine,0.2385979671045677,0.13211486192792038,0.10648310517664733,0.44628672435224004,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,7,degree,7,4,3,4-hydroxy-proline,Arginine,0.2385979671045677,0.22309908133967615,0.015498885764891557,0.06495816352883707,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,7,imputation,7,4,3,4-hydroxy-proline,creatinine,0.2385979671045677,0.13211486192792038,0.10648310517664733,0.44628672435224004,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,8,proposed,7,4,3,Urea,Urea,1.7368232724511183,1.7368232724511183,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,8,random,7,4,3,Urea,4-hydroxy-proline,1.7368232724511183,0.03286176621386906,1.7039615062372493,0.981079383990247,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,8,degree,7,4,3,Urea,Ornithine,1.7368232724511183,-0.07084602902848626,1.8076693014796046,1.0407905802226285,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,8,imputation,7,4,3,Urea,Urea,1.7368232724511183,1.7368232724511183,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,9,proposed,7,4,3,Urea,Urea,1.6305150555695278,1.6305150555695278,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,9,random,7,4,3,Urea,Citrulline,1.6305150555695278,0.13171005342528985,1.498805002144238,0.9192218109386279,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,9,degree,7,4,3,Urea,Citrulline,1.6305150555695278,0.13171005342528985,1.498805002144238,0.9192218109386279,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,9,imputation,7,4,3,Urea,Urea,1.6305150555695278,1.6305150555695278,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,10,proposed,7,4,3,Urea,Urea,1.6693515344829122,1.6693515344829122,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,10,random,7,4,3,Urea,Arginine,1.6693515344829122,0.1688531423295522,1.50049839215336,0.8988510575259069,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,10,degree,7,4,3,Urea,Ornithine,1.6693515344829122,0.12503400719213045,1.5443175272907816,0.9251002532358857,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,10,imputation,7,4,3,Urea,Urea,1.6693515344829122,1.6693515344829122,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,11,proposed,7,4,3,Ornithine,Ornithine,0.18178272892856587,0.18178272892856587,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,11,random,7,4,3,Ornithine,Ornithine,0.18178272892856587,0.18178272892856587,0.0,0.0,1,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,11,degree,7,4,3,Ornithine,Citrulline,0.18178272892856587,0.16032452691644689,0.021458202012118982,0.11804312840101133,0,1,1
ST000356,hsa00330,Arginine and Proline Metabolism,0.4,11,imputation,7,4,3,Ornithine,Citrulline,0.18178272892856587,0.16032452691644689,0.021458202012118982,0.11804312840101133,0,1,1
